input_text,target_text
791571600000000000,1995-02-01
2018_08_28,2018-08-28
18.12.2016T16-38-49,2016-12-18
"July 20, 2027",2027-07-20
2024-09-23T15:28:29+2500,2024-09-23
ngày 20 tháng 3 năm 1994,1994-03-20
7/12-2007,2007-06-07
1997-05-02T11:06:56,1997-05-02
19980330014002267,1998-03-30
ngày 5 tháng 10 năm 1993,1993-10-05
Ngày 3-7-2018,2018-07-03
20030330065923462489119,2003-03-30
1990/3/2T17043,1990-03-02
1993 05 21,1993-05-21
2002-03-18T16:12:48+2500,2002-03-18
20200312181126,2020-03-12
2033-11-23T04:00:27Z+3,2033-11-23
8/12/2020 giờ 4:14:51,2020-12-08
20020814023009986773304,2002-08-14
1090170000,2004-07-19
20160402011501740,2016-04-02
1-5-1996,1996-05-01
The system recorded 20190529075802,2019-05-29
20/6-2030,2030-03-20
2027-07-31T15:39:47.504951172Z,2027-07-31
1998-11-03T17:56:45Z+3,1998-11-03
1090083600,2004-07-18
28-8-1991,1991-08-28
2027_02_14T23_34_37-05:00,2027-02-14
Event at 2014-09-23T15:33:42,2014-09-23
20280306003154378,2028-03-06
"June 13, 2033",2033-06-13
1888074000,2029-10-31
ngày 27 tháng 6 năm 2021,2021-06-27
2019-03-05T23:48:20Z+3,2019-03-05
Event at 1999-10-14T23:59:28,1999-10-14
Ngày 28-4-2008,2008-04-28
Sự kiện diễn ra vào 11/3/2013 22:39,2013-03-11
20030401234218579,2003-04-01
12 May 1994,1994-05-12
20260802051621424079,2026-08-02
ngày 28 tháng 6 năm 1991,1991-06-28
"15th of January, 2007",2007-01-15
19930407152804,1993-04-07
15 tháng 12 năm 2012,2012-12-15
760640400000000,1994-02-08
05_11_26,2026-11-05
20050301163228300715,2005-03-01
09 09 2003,2003-09-09
20 June 2015,2015-06-20
09/29/2011,2011-09-29
"December 31, 2006",2006-12-31
Event at 2007-05-23T7:59:23,2007-05-23
2075130000,2035-10-05
1999/3/20T5529,1999-03-20
28-3-2028,2028-03-28
1544893200,2018-12-16
27/1/2025 giờ 19:36:29,2025-01-27
"27th of April, 2030",2030-04-27
1562605200000,2019-07-09
2001_04_23T3_40_23+00:00,2001-04-23
The system recorded 20151102055447,2015-11-02
2013-08-19T02:23:34+2500,2013-08-19
2009-10-10T08:05:38.077988657Z,2009-10-10
20200502055640761546539,2020-05-02
22.1.2005T1-43-54,2005-01-22
2028-06-18T09:49:14.448351Z,2028-06-18
19 tháng 7 năm 2016,2016-07-19
22-12-2029,2029-12-11
2017_11_24T9_56_26+08,2017-11-24
2000/08/15,2000-08-15
19931124161353450,1993-11-24
13 tháng 7 năm 2009,2009-07-13
ngày 27 tháng 6 năm 1994,1994-06-27
The system recorded 19961102050825,1996-11-02
Ngày 19-7-1992,1992-07-19
Ngày 26-4-2024,2024-04-26
2012-11-25T13:14:55.530557Z,2012-11-25
The system recorded 20350213015307,2035-02-13
20090320120932,2009-03-20
2000/6/18T135957,2000-06-18
25 Jan 2009,2009-01-25
2008/8/1T18428,2008-08-01
2005-09-06T21:34:09,2005-09-06
20040303012231571,2004-03-03
The system recorded 20281007064830,2028-10-07
2026-09-18T22:23:33.106450987Z,2026-09-18
"December 13, 1992",1992-12-13
Event at 2007-03-07T17:46:6,2007-03-07
25/18-2011,2011-09-25
1333990800,2012-04-10
Ngày 24-6-2034,2034-06-24
1788973200000000000,2026-09-10
2002-07-15T17:56:05-0300,2002-07-15
Event at 1990-02-05T9:5:32,1990-02-05
"April 9, 2031",2031-04-09
1128445200,2005-10-05
20340522111833821177535,2034-05-22
30/8/2032,2032-08-30
2032-11-08T06:01:43Z+3,2032-11-08
25/14-2026,2026-07-25
2027-02-08T20:05:24.629Z,2027-02-08
1071334800,2003-12-14
22_6_1994,1994-06-22
2011-05-14T02:12:24Z+3,2011-05-14
ngày 12 tháng 1 năm 2012,2012-01-12
ngày 10 tháng 1 năm 2018,2018-01-10
ngày 5 tháng 2 năm 2001,2001-02-05
2001-11-13,2001-11-13
2029-06-19T00:42:10.472404Z,2029-06-19
24 11 2015,2015-11-24
2/1/1998 giờ 23:22:39,1998-01-02
20080715174646,2008-07-15
1556730000,2019-05-02
27.7.2013T16-38-23,2013-07-27
922294800000000,1999-03-25
18.11.2019T5-51-41,2019-11-18
6-6-1990,1990-06-03
2033-01-23T02:31:15.897001207Z,2033-01-23
2018365200000000,2033-12-17
Event at 2020-08-14T5:24:19,2020-08-14
1996 12 04,1996-12-04
1994-01-30T19:47:21.250Z,1994-01-30
20/8/2022 giờ 18:27:20,2022-08-20
20120406151626185,2012-04-06
Sự kiện diễn ra vào 27/9/2007 15:51,2007-09-27
10_03_2024,2024-10-03
"3rd of March, 1996",1996-03-03
8 June 2029,2029-06-08
2012 07 15,2012-07-15
2025|11|08,2025-11-08
20120607074437,2012-06-07
2018-09-18T06:20:48+2500,2018-09-18
"14th of November, 2030",2030-11-14
2030-09-16T08:08:35Z+3,2030-09-16
1306256400,2011-05-25
20001022030134004820,2000-10-22
2033-04-06T20:25:38.494154Z,2033-04-06
642618000000000000,1990-05-14
ngày 30 tháng 4 năm 2016,2016-04-30
"September 16, 2001",2001-09-16
2022-01-31T05:20:02.971207Z,2022-01-31
1058806800000,2003-07-22
ngày 22 tháng 10 năm 1999,1999-10-22
Sự kiện diễn ra vào 3/12/2020 7:43,2020-12-03
2014-07-04T01:18:36.594680680Z,2014-07-04
14/20-2029,2029-10-14
2011-02-21,2011-02-21
737571600000000000,1993-05-17
"July 26, 1997",1997-07-26
ngày 30 tháng 8 năm 2021,2021-08-30
2015-05-30T20:53:50.474730290Z,2015-05-30
2015-11-16T00:55:01,2015-11-16
2003/1/28T14577,2003-01-28
2006-07-19T02:27:13Z+3,2006-07-19
13 tháng 10 năm 2020,2020-10-13
20010620203040,2001-06-20
1036774800000,2002-11-09
2014-11-19T04:31:27+2500,2014-11-19
2031-07-17T00:45:50+00:00,2031-07-17
28-4-2021,2021-04-28
"October 8, 2005",2005-10-08
Event at 2008-03-19T3:38:46,2008-03-19
2016-12-16T19:55:19.006789Z,2016-12-16
1223571600,2008-10-10
893523600000000000,1998-04-26
2021-06-29,2021-06-29
20280905024110,2028-09-05
20330411181301584829,2033-04-11
2012-10-31T15:51:52+2500,2012-10-31
18/2-2034,2034-01-18
Ngày 8-8-2024,2024-08-08
"May 5, 2035",2035-05-05
1027530000,2002-07-25
1289926800000000000,2010-11-17
03.21.2035,2035-03-21
19990222134716027239,1999-02-22
ngày 23 tháng 12 năm 2033,2033-12-23
1998-09-27T08:25:02,1998-09-27
2033-11-19T13:02:13.893Z,2033-11-19
The system recorded 20120108075344,2012-01-08
The system recorded 20080203104606,2008-02-03
22 07 91,1991-07-22
4 9 2019,2019-09-04
"6th of November, 2010",2010-11-06
2024-07-19T16:29:00.829Z,2024-07-19
2025/2/15T71038,2025-02-15
25-8-1990,1990-08-25
"June 13, 2035",2035-06-13
2013-04-28T03:22:12+2500,2013-04-28
ngày 21 tháng 8 năm 1990,1990-08-21
28.12.00,2000-12-28
09|19|2017,2017-09-19
4 Sep 2025,2025-09-04
1997|09|09,1997-09-09
Ngày 13-8-1994,1994-08-13
11.10.2029T20-34-19,2029-10-11
20040918162104629269650,2004-09-18
2031-09-24T09:24:02.961020164Z,2031-09-24
2011/2/22T81042,2011-02-22
1-1-1995,1995-01-01
2021-07-08T16:01:10-05:00,2021-07-08
2018-11-11T00:22:44+2500,2018-11-11
20_11_92,1992-11-20
Event at 2012-11-25T13:18:31,2012-11-25
Sự kiện diễn ra vào 4/7/2010 22:22,2010-07-04
12.12.2009,2009-12-12
1675357200000000,2023-02-03
ngày 5 tháng 3 năm 2022,2022-03-05
12/10/2016 giờ 0:37:33,2016-10-12
2023-03-02T18:47:20.378160974Z,2023-03-02
1173718800000,2007-03-13
22.11.2001,2001-11-22
15/2/2014 giờ 19:55:7,2014-02-15
6/12-2034,2034-06-06
1854550800000,2028-10-08
9.1.2010T18-44-23,2010-01-09
1587315600,2020-04-20
2021/06/28,2021-06-28
2010-06-03T12:46:17,2010-06-03
21 05 28,2028-05-21
23-9-2020,2020-09-23
20200821164109072,2020-08-21
686422800000,1991-10-03
The system recorded 20240621215216,2024-06-21
2011-01-13T02:43:05,2011-01-13
6-9-2021,2021-09-06
20190909084955571375714,2019-09-09
10-20-2012,2012-10-20
699123600000000000,1992-02-27
Ngày 23-3-1998,1998-03-23
19940510015745753890399,1994-05-10
1993-07-30T19:46:57,1993-07-30
2021-12-30T01:09:18,2021-12-30
2020-11-10T16:50:27+2500,2020-11-10
2012-06-28T06:44:42+0500,2012-06-28
06/16/2023,2023-06-16
1276966800,2010-06-20
1994-06-11T17:47:35Z+3,1994-06-11
19940110051724468068009,1994-01-10
1991|09|22,1991-09-22
6/22-2027,2027-11-06
2013-02-25T00:47:10,2013-02-25
7-2-2002,2002-02-07
"9th of September, 2005",2005-09-09
01.02.05,2005-02-01
22.12.2022T4-59-8,2022-12-22
2001/11/30T151555,2001-11-30
2015-01-02T10:45:43Z+3,2015-01-02
1610989200000000,2021-01-19
Event at 2017-03-13T13:39:19,2017-03-13
2020/11/11T161651,2020-11-11
2000-01-23T17:40:47,2000-01-23
"July 17, 2014",2014-07-17
2023_07_09T4_5_27+08,2023-07-09
1664902800000000,2022-10-05
The system recorded 20030501083513,2003-05-01
15-12-2006,2006-12-15
Ngày 28-3-2001,2001-03-28
Event at 2021-11-14T13:50:19,2021-11-14
Event at 1998-10-07T15:32:4,1998-10-07
22 tháng 9 năm 2023,2023-09-22
2010-02-20T17:01:49.060Z,2010-02-20
18-10-1993,1993-10-09
20150311125225812895268,2015-03-11
1993-11-26T04:57:19.103462757Z,1993-11-26
10 January 2029,2029-01-10
The system recorded 20180228205013,2018-02-28
19/20-1991,1991-10-19
1276880400,2010-06-19
12 tháng 1 năm 2005,2005-01-12
2029-07-03T15:58:25.705953028Z,2029-07-03
2019-05-10T22:40:42Z+3,2019-05-10
1402506000,2014-06-12
2006-09-14T11:10:48Z+3,2006-09-14
"24th of March, 2022",2022-03-24
Sự kiện diễn ra vào 31/3/2002 4:16,2002-03-31
2008_08_07T20_46_5-0300,2008-08-07
2019_09_16T9_4_22Z+3,2019-09-16
22 tháng 4 năm 1999,1999-04-22
"September 16, 2029",2029-09-16
2019-10-18T09:09:57.985810Z,2019-10-18
1608138000000000000,2020-12-17
2018-03-01T00:03:23.843623583Z,2018-03-01
5 tháng 5 năm 2011,2011-05-05
1992-01-01T19:19:33Z+3,1992-01-01
16/22-2001,2001-11-16
20321229040415553998,2032-12-29
637779600000,1990-03-19
19930709080416733095,1993-07-09
20261124203824965,2026-11-24
2023-04-17T12:13:59.278Z,2023-04-17
14-3-2029,2029-03-14
2062342800000000000,2035-05-10
874947600000,1997-09-23
2004-07-15T01:46:37.851Z,2004-07-15
"6th of February, 1992",1992-02-06
15/10/2004 giờ 1:39:12,2004-10-15
2028-07-08T15:53:18.354Z,2028-07-08
20320512105226453,2032-05-12
"October 13, 1999",1999-10-13
"25th of December, 2032",2032-12-25
"13th of January, 2032",2032-01-13
1991-08-06T12:22:36+0500,1991-08-06
23.8.2016T8-24-42,2016-08-23
30.9.2032,2032-09-30
Event at 1993-09-10T18:10:18,1993-09-10
16/2/2001 giờ 21:22:43,2001-02-16
2031-05-26T17:20:22,2031-05-26
1992-12-26T23:07:54.909831Z,1992-12-26
1902416400000,2030-04-15
2013|06|05,2013-06-05
31/5/2035 giờ 1:22:20,2035-05-31
18 Aug 2008,2008-08-18
19970625012238594241658,1997-06-25
21 tháng 9 năm 2006,2006-09-21
1829149200000,2027-12-19
20320929204708638833923,2032-09-29
846262800000000000,1996-10-26
2003_11_04,2003-11-04
12 tháng 2 năm 1992,1992-02-12
2079450000,2035-11-24
1181235600000000000,2007-06-08
8-2-2017,2017-02-08
2005-12-25T03:00:23Z+3,2005-12-25
2027-11-01T22:22:42,2027-11-01
2022-10-25T14:37:35.475099887Z,2022-10-25
ngày 23 tháng 11 năm 2022,2022-11-23
2020-10-02T01:42:19+2500,2020-10-02
669834000000,1991-03-25
1993_04_12,1993-04-12
"October 25, 2030",2030-10-25
2030-04-12T22:18:49,2030-04-12
2024 09 30,2024-09-30
2029-12-14T08:24:52Z+3,2029-12-14
2028/12/02,2028-12-02
Sự kiện diễn ra vào 13/12/2011 14:25,2011-12-13
20051219162241293906,2005-12-19
2001-05-19T02:15:35+2500,2001-05-19
2016-04-06T12:49:19+2500,2016-04-06
30 November 2034,2034-11-30
2032-02-12T17:46:29.481289179Z,2032-02-12
2005-12-22T13:28:28.237495006Z,2005-12-22
28_10_2019,2019-10-28
24/9/2010 giờ 3:3:28,2010-09-24
1990/1/14T62041,1990-01-14
2-11-2005,2005-11-02
13 May 2005,2005-05-13
20210204152929502,2021-02-04
Event at 2026-03-31T9:37:18,2026-03-31
1819040400,2027-08-24
2031-07-21T16:16:17Z+3,2031-07-21
11-30-1993,1993-11-30
2017-10-16T16:10:10.117824Z,2017-10-16
20130214021808119151257,2013-02-14
20220228022823131,2022-02-28
12 tháng 11 năm 2006,2006-11-12
15/6/1994 giờ 22:44:11,1994-06-15
2010-06-20T01:56:18,2010-06-20
21 April 1992,1992-04-21
"18th of March, 2000",2000-03-18
20240624130643074058098,2024-06-24
Event at 2001-10-04T1:42:27,2001-10-04
15 Apr 1993,1993-04-15
2027/2/28T53231,2027-02-28
2020_06_10T7_47_15-0330,2020-06-10
10 December 2017,2017-12-10
The system recorded 20040824082539,2004-08-24
05|23|2026,2026-05-23
"8th of August, 2025",2025-08-08
1992-06-09T12:13:17+2500,1992-06-09
20080709035714,2008-07-09
19990317101819421616,1999-03-17
"January 20, 2007",2007-01-20
20250515092127043365,2025-05-15
2030/6/16T11512,2030-06-16
1181235600000000,2007-06-08
20050201213939,2005-02-01
Event at 2034-08-29T8:39:21,2034-08-29
"April 3, 2016",2016-04-03
20160713132232614227093,2016-07-13
23/12/1999 giờ 0:23:27,1999-12-23
03_24_1992,1992-03-24
19930916095112104884,1993-09-16
15 Mar 2027,2027-03-15
20351217003156,2035-12-17
18 February 1999,1999-02-18
2033-05-10T23:16:02.075Z,2033-05-10
2029-08-04,2029-08-04
20 December 2034,2034-12-20
"May 31, 1992",1992-05-31
29.9.2030,2030-09-29
25.10.2000T10-5-10,2000-10-25
"February 7, 2015",2015-02-07
1583773200000,2020-03-10
12.17.1998,1998-12-17
20011016060957,2001-10-16
Event at 1995-07-15T22:51:37,1995-07-15
2027-09-28T22:21:29.179429989Z,2027-09-28
ngày 21 tháng 8 năm 2018,2018-08-21
1965574800000,2032-04-15
2016_06_03T20_55_9-0330,2016-06-03
1997-10-04T20:26:36-05:00,1997-10-04
ngày 20 tháng 6 năm 2011,2011-06-20
1/18-1996,1996-09-01
"26th of May, 1994",1994-05-26
2021-01-15T06:42:51.282Z,2021-01-15
20350708200952157,2035-07-08
"September 10, 1999",1999-09-10
26/5/1990 giờ 4:26:9,1990-05-26
58-11-2033,2033-11-29
19920627000015,1992-06-27
2004-08-19T15:04:05+07:00,2004-08-19
18/2/2028 giờ 3:23:59,2028-02-18
21-4-2003,2003-04-21
1 tháng 4 năm 2014,2014-04-01
29 June 2027,2027-06-29
2002-02-18T04:10:18.645893Z,2002-02-18
32-8-2005,2005-08-16
1993-06-10T02:43:40.275649772Z,1993-06-10
1999-03-31T18:27:42Z+3,1999-03-31
16.7.2006T21-46-36,2006-07-16
1377709200000,2013-08-29
23 tháng 6 năm 1993,1993-06-23
20281211204831582899,2028-12-11
2/2/2024 giờ 11:6:7,2024-02-02
2014-04-07T03:28:31.252533Z,2014-04-07
30-3-2009,2009-03-15
13-5-2026,2026-05-13
26/16-2014,2014-08-26
1995-03-10T14:40:58Z+3,1995-03-10
ngày 28 tháng 9 năm 2023,2023-09-28
2022 09 16,2022-09-16
Ngày 10-1-2021,2021-01-10
6.9.2034T5-54-41,2034-09-06
27/7/2009 giờ 0:49:41,2009-07-27
5 12 2012,2012-12-05
Sự kiện diễn ra vào 18/12/1998 18:31,1998-12-18
22 tháng 11 năm 2033,2033-11-22
2020-05-13T22:41:52.673015838Z,2020-05-13
"7th of February, 2015",2015-02-07
2.10.2018T22-10-48,2018-10-02
15 11 94,1994-11-15
Sự kiện diễn ra vào 13/12/2008 16:51,2008-12-13
2007-05-20T12:14:17+00:00,2007-05-20
28.2.2014T8-43-32,2014-02-28
20211212041213,2021-12-12
13 tháng 7 năm 2010,2010-07-13
2022_06_15T3_11_14+00:00,2022-06-15
11_10_27,2027-10-11
1230310800000000000,2008-12-27
Event at 2005-09-24T9:31:24,2005-09-24
The system recorded 19900101155845,1990-01-01
20261010100615885,2026-10-10
Ngày 25-10-1994,1994-10-25
1-2-1999,1999-02-01
2008-01-16T11:39:11Z+3,2008-01-16
The system recorded 20170615035032,2017-06-15
03-28-2034,2034-03-28
1993_01_26T13_27_33+0500,1993-01-26
2024-05-10T02:45:28.432802Z,2024-05-10
2024/10/6T14167,2024-10-06
ngày 28 tháng 5 năm 2003,2003-05-28
11/17/2015,2015-11-17
11 January 2001,2001-01-11
Event at 2021-12-02T4:7:12,2021-12-02
2 tháng 9 năm 2030,2030-09-02
2024-05-11T04:43:06,2024-05-11
28.6.2031T23-47-40,2031-06-28
19911116003350,1991-11-16
12/05/92,1992-05-12
1707498000000000000,2024-02-10
Ngày 21-4-1990,1990-04-21
2004/12/17,2004-12-17
2014-11-15T05:43:59-05:00,2014-11-15
10 tháng 12 năm 2026,2026-12-10
