item_id,ADI,cv2,zero_ratio,demand_type,demand_type_name,demand_type_dbscan,demand_type_2
33.0,13.0,0.8628526304884312,0.8524590163934426,2,Intermittent,0,0
34.0,22.75862068965517,0.5116100691680193,0.9016393442622951,2,Intermittent,0,0
35.0,14.416666666666666,6.069313093535674,0.839344262295082,0,Lumpy,0,0
36.0,18.73913043478261,4.7675365564741226,0.921311475409836,0,Lumpy,0,0
37.0,11.728813559322035,2.3119021820960928,0.8032786885245902,2,Intermittent,0,0
38.0,17.916666666666668,1.625372023809524,0.9573770491803278,2,Intermittent,0,0
39.0,22.333333333333332,0.703125,0.9868852459016394,2,Intermittent,0,0
40.0,62.0,0.5206164098292378,0.9934426229508196,2,Intermittent,0,0
41.0,6.2,0.8409235227724529,0.8163934426229508,2,Intermittent,0,0
42.0,54.5,1.5114433603260773,0.9573770491803278,2,Intermittent,0,0
43.0,7.716981132075472,1.5767913468287462,0.8229508196721311,2,Intermittent,0,0
44.0,7.5,0.3145508315274003,0.9836065573770492,2,Intermittent,0,0
45.0,46.09090909090909,5.604809079458336,0.9606557377049181,0,Lumpy,0,0
47.0,14.785714285714286,0.3970274118903524,0.9049180327868852,2,Intermittent,0,0
48.0,83.5,2.0029154518950443,0.9901639344262295,2,Intermittent,0,0
49.0,18.8125,0.049861495844875356,0.9442622950819672,2,Intermittent,0,0
50.0,5.459016393442623,2.5835814273741824,0.5967213114754099,1,Smooth,0,0
51.0,15.85,0.30466472303207,0.9311475409836065,2,Intermittent,0,0
53.0,4.1625,0.9108854791348987,0.4721311475409836,1,Smooth,0,0
54.0,5.548076923076923,1.2537008900360733,0.6557377049180327,1,Smooth,0,0
55.0,33.25,2.8764000000000003,0.9704918032786886,2,Intermittent,0,0
56.0,33.142857142857146,1.9269470868014267,0.9737704918032787,2,Intermittent,0,0
57.0,19.36111111111111,1.2726587808772556,0.8786885245901639,2,Intermittent,0,0
58.0,4.048780487804878,0.6016342077637788,0.7278688524590164,1,Smooth,0,0
59.0,68.0,0.0,0.9737704918032787,2,Intermittent,0,0
60.0,11.541666666666666,0.04041360575451486,0.9180327868852459,2,Intermittent,0,0
62.0,68.0,0.0,0.9934426229508196,2,Intermittent,0,0
63.0,200.0,0.04081632653061224,0.9934426229508196,2,Intermittent,0,1
64.0,2.0,0.8585017835909632,0.9934426229508196,2,Intermittent,0,0
65.0,6.5,0.76,0.9901639344262295,2,Intermittent,0,0
66.0,34.0,0.3673469387755102,0.9934426229508196,2,Intermittent,0,0
67.0,10.34375,0.622740524781341,0.8918032786885246,2,Intermittent,0,0
68.0,18.0625,0.6571778389960208,0.9442622950819672,2,Intermittent,0,0
69.0,9.0,10.191415324332533,0.8688524590163934,0,Lumpy,0,0
70.0,11.61111111111111,1.4214627966531812,0.819672131147541,2,Intermittent,0,0
71.0,6.4375,6.731846993435847,0.7344262295081967,1,Smooth,0,0
72.0,8.575342465753424,6.828140947408004,0.7573770491803279,1,Smooth,0,0
73.0,5.615384615384615,8.003650314420584,0.6131147540983607,1,Smooth,0,0
74.0,7.01010101010101,2.4143258317286906,0.6721311475409836,1,Smooth,0,0
75.0,4.08235294117647,2.9546245272510636,0.43934426229508194,1,Smooth,0,0
76.0,7.061224489795919,1.8986184785091418,0.6754098360655738,1,Smooth,0,0
77.0,193.0,0.04081632653061224,0.9934426229508196,2,Intermittent,0,1
78.0,31.285714285714285,0.19809523809523807,0.9737704918032787,2,Intermittent,0,0
79.0,18.9375,2.391953125,0.9442622950819672,2,Intermittent,0,0
80.0,13.92,2.4040948275862064,0.8327868852459016,2,Intermittent,0,0
81.0,11.481481481481481,0.41904034639310017,0.9081967213114754,2,Intermittent,0,0
83.0,4.542483660130719,4.028193180749415,0.49508196721311476,1,Smooth,0,0
84.0,420.0,0.0,0.9934426229508196,2,Intermittent,-1,5
86.0,84.66666666666667,1.0327693949093126,0.9770491803278688,2,Intermittent,0,0
87.0,12.50909090909091,2.285504270145405,0.8163934426229508,2,Intermittent,0,0
88.0,9.534246575342467,4.202952164992978,0.7573770491803279,1,Smooth,0,0
89.0,10.545454545454545,5.5204791109011895,0.780327868852459,0,Lumpy,0,0
90.0,9.405405405405405,2.378838397031909,0.7540983606557377,1,Smooth,0,0
91.0,56.166666666666664,4.607843137254903,0.9770491803278688,0,Lumpy,0,0
92.0,9.633802816901408,2.2451337078996665,0.7639344262295082,2,Intermittent,0,0
93.0,40.0,1.2130532506478005,0.9573770491803278,2,Intermittent,0,0
94.0,79.0,2.6389896937146182,0.9704918032786886,2,Intermittent,0,0
95.0,15.674418604651162,5.290793914242643,0.8557377049180328,0,Lumpy,0,0
97.0,15.575757575757576,1.4493717133712831,0.8885245901639345,2,Intermittent,0,0
98.0,51.5,0.109375,0.9770491803278688,2,Intermittent,0,0
99.0,61.142857142857146,0.09876543209876545,0.9737704918032787,2,Intermittent,0,0
100.0,8.592592592592593,1.5747024840770707,0.7311475409836066,1,Smooth,0,0
101.0,20.470588235294116,1.3827034010255754,0.8852459016393442,2,Intermittent,0,0
102.0,24.12,3.074322998430141,0.9147540983606557,2,Intermittent,0,0
103.0,72.22222222222223,1.5289584677683323,0.9672131147540983,2,Intermittent,0,0
104.0,57.54545454545455,0.8548265052426766,0.9606557377049181,2,Intermittent,0,0
105.0,32.95238095238095,3.0998795581581042,0.9278688524590164,2,Intermittent,0,0
106.0,8.594594594594595,1.224702831076413,0.7540983606557377,1,Smooth,0,0
107.0,18.863636363636363,10.950986911429242,0.9245901639344263,0,Lumpy,0,0
108.0,15.85,0.4620468216241274,0.8655737704918033,2,Intermittent,0,0
109.0,104.25,1.07968,0.9836065573770492,2,Intermittent,0,0
110.0,13.94,2.5100925209734037,0.8327868852459016,2,Intermittent,0,0
111.0,20.058823529411764,1.1712966431856444,0.940983606557377,2,Intermittent,0,0
112.0,85.28571428571429,0.8133174791914387,0.9737704918032787,2,Intermittent,0,0
113.0,59.285714285714285,0.31040564373897706,0.9737704918032787,2,Intermittent,0,0
114.0,156.0,0.4444444444444444,0.9901639344262295,2,Intermittent,0,1
115.0,215.0,0.0,0.9934426229508196,2,Intermittent,0,1
116.0,21.64,18.615687662752872,0.9147540983606557,0,Lumpy,0,0
117.0,14.277777777777779,1.2001238567073167,0.8786885245901639,2,Intermittent,0,0
118.0,165.0,0.16,0.9868852459016394,2,Intermittent,0,1
119.0,11.39655172413793,11.944866417527981,0.8065573770491803,0,Lumpy,0,0
120.0,19.11111111111111,2.3894413596476243,0.8786885245901639,2,Intermittent,0,0
121.0,71.0,0.6311637080867849,0.9836065573770492,2,Intermittent,0,0
122.0,8.84,2.6967410229419086,0.7508196721311475,1,Smooth,0,0
123.0,11.566666666666666,5.441666034040359,0.8,0,Lumpy,0,0
124.0,17.71794871794872,0.6609957660946214,0.8688524590163934,2,Intermittent,0,0
125.0,8.169491525423728,1.1032675919162411,0.8032786885245902,2,Intermittent,0,0
126.0,8.463414634146341,4.31928322287484,0.7278688524590164,1,Smooth,0,0
127.0,15.636363636363637,4.032237252861603,0.8524590163934426,0,Lumpy,0,0
128.0,10.079365079365079,1.131356488984276,0.7901639344262295,2,Intermittent,0,0
129.0,23.133333333333333,1.6572762244323518,0.898360655737705,2,Intermittent,0,0
130.0,9.880952380952381,1.174506218259465,0.8590163934426229,2,Intermittent,0,0
131.0,8.355263157894736,1.2240417618257082,0.7475409836065574,1,Smooth,0,0
132.0,19.84375,1.491238975417527,0.8918032786885246,2,Intermittent,0,0
133.0,8.871794871794872,1.856990078898315,0.740983606557377,1,Smooth,0,0
134.0,11.3,0.9901805347241269,0.8327868852459016,2,Intermittent,0,0
135.0,21.896551724137932,0.41015624999999994,0.9016393442622951,2,Intermittent,0,0
136.0,40.470588235294116,0.5465797688810996,0.940983606557377,2,Intermittent,0,0
137.0,29.823529411764707,0.32842105263157895,0.940983606557377,2,Intermittent,0,0
138.0,21.176470588235293,0.8175689073963908,0.940983606557377,2,Intermittent,0,0
139.0,5.783333333333333,0.7099403431038681,0.6032786885245902,1,Smooth,0,0
140.0,25.714285714285715,0.4627777777777778,0.9508196721311475,2,Intermittent,0,0
141.0,22.266666666666666,0.2133333333333333,0.9475409836065574,2,Intermittent,0,0
142.0,5.760330578512397,3.4328565317201254,0.6,1,Smooth,0,0
143.0,9.253333333333334,1.3618311707245951,0.7508196721311475,1,Smooth,0,0
144.0,33.8,0.1346938775510204,0.9639344262295082,2,Intermittent,0,0
145.0,123.0,0.72,0.9934426229508196,2,Intermittent,0,0
146.0,4.456375838926174,2.4241780636086525,0.5081967213114754,1,Smooth,0,0
147.0,3.3705583756345177,3.0644333829481467,0.35081967213114756,1,Smooth,0,0
148.0,3.034934497816594,3.211706488803364,0.2459016393442623,1,Smooth,0,0
149.0,3.32,2.824511975582903,0.34098360655737703,1,Smooth,0,0
151.0,3.649214659685864,4.410629500727375,0.3704918032786885,1,Smooth,0,0
152.0,20.235294117647058,0.6715374149659863,0.8852459016393442,2,Intermittent,0,0
153.0,4.35625,2.219156000925615,0.4721311475409836,1,Smooth,0,0
154.0,20.96969696969697,0.7446587915356504,0.8885245901639345,2,Intermittent,0,0
155.0,2.697674418604651,14.36478710822617,0.15081967213114755,1,Smooth,0,14
156.0,9.5,1.3818139484513754,0.780327868852459,2,Intermittent,0,0
158.0,22.666666666666668,0.6409230214530377,0.9475409836065574,2,Intermittent,0,0
159.0,154.0,0.16,0.9868852459016394,2,Intermittent,0,1
160.0,26.46153846153846,0.7322264793529161,0.9114754098360656,2,Intermittent,0,0
161.0,68.0,0.1895691609977324,0.9639344262295082,2,Intermittent,0,0
162.0,45.42857142857143,0.15422639644092934,0.9737704918032787,2,Intermittent,0,0
163.0,24.571428571428573,0.5873950472951429,0.9049180327868852,2,Intermittent,0,0
164.0,15.130434782608695,0.3129830723311748,0.8459016393442623,2,Intermittent,0,0
165.0,19.133333333333333,0.3134117647058824,0.9475409836065574,2,Intermittent,0,0
166.0,14.717948717948717,0.6201645980216068,0.8688524590163934,2,Intermittent,0,0
168.0,10.696969696969697,0.9955338628895908,0.8885245901639345,2,Intermittent,0,0
169.0,14.08,1.0631036924743222,0.9147540983606557,2,Intermittent,0,0
170.0,6.737864077669903,1.3189834058754062,0.659016393442623,1,Smooth,0,0
171.0,3.182648401826484,11.428743804417493,0.2786885245901639,1,Smooth,0,0
172.0,2.5253623188405796,5.099752969970892,0.09180327868852459,1,Smooth,0,0
173.0,3.3301435406698565,9.663108596680633,0.3114754098360656,1,Smooth,0,0
174.0,10.018518518518519,4.757010123906734,0.819672131147541,0,Lumpy,0,0
175.0,3.1493212669683257,3.4649837304091085,0.2721311475409836,1,Smooth,0,0
176.0,2.7983870967741935,3.2077818136104272,0.18360655737704917,1,Smooth,0,0
177.0,2.5437956204379564,3.0490844293237003,0.09836065573770492,1,Smooth,0,0
178.0,2.6104868913857677,2.4682040436729182,0.12131147540983607,1,Smooth,0,0
179.0,2.4456140350877194,3.0401207281831875,0.06229508196721312,1,Smooth,0,0
180.0,2.346801346801347,2.8465699924246355,0.022950819672131147,1,Smooth,0,0
181.0,2.437062937062937,3.245534669272926,0.05901639344262295,1,Smooth,0,0
182.0,2.395189003436426,2.7074204719293866,0.04262295081967213,1,Smooth,0,0
183.0,2.386986301369863,2.8514065460329454,0.03934426229508197,1,Smooth,0,0
184.0,32.06666666666667,2.061656861820984,0.9475409836065574,2,Intermittent,0,0
185.0,5.125,25.168320624717264,0.5508196721311476,1,Smooth,0,2
186.0,24.04,0.7774669471153844,0.9147540983606557,2,Intermittent,0,0
187.0,8.289156626506024,8.644656490810338,0.7245901639344262,1,Smooth,0,0
189.0,17.75,4.753610559618175,0.8918032786885246,0,Lumpy,0,0
190.0,3.5025125628140703,7.4303036213167015,0.3442622950819672,1,Smooth,0,0
191.0,3.334928229665072,2.532369071722701,0.3114754098360656,1,Smooth,0,0
192.0,4.6573426573426575,2.726334562214638,0.5278688524590164,1,Smooth,0,0
193.0,6.0964912280701755,1.2297124467347431,0.6229508196721312,1,Smooth,0,0
194.0,3.839779005524862,4.441435265204477,0.40327868852459015,1,Smooth,0,0
195.0,13.470588235294118,1.4394332835466013,0.8295081967213115,2,Intermittent,0,0
196.0,16.105263157894736,0.20086623714741628,0.9344262295081968,2,Intermittent,0,0
197.0,22.166666666666668,1.5739606117107103,0.898360655737705,2,Intermittent,0,0
198.0,12.583333333333334,0.608451269697882,0.8786885245901639,2,Intermittent,0,0
199.0,36.94444444444444,0.5407072368421051,0.9377049180327869,2,Intermittent,0,0
200.0,34.21052631578947,1.842552380952381,0.9344262295081968,2,Intermittent,0,0
201.0,12.851851851851851,0.48600103624954427,0.819672131147541,2,Intermittent,0,0
202.0,11.3125,0.7985242240849219,0.839344262295082,2,Intermittent,0,0
203.0,20.12,2.2125126665415653,0.9147540983606557,2,Intermittent,0,0
204.0,9.158730158730158,0.6059670781893006,0.7901639344262295,2,Intermittent,0,0
205.0,13.88,0.7584166496633347,0.8327868852459016,2,Intermittent,0,0
206.0,13.8125,1.042350323323919,0.839344262295082,2,Intermittent,0,0
207.0,9.202898550724637,1.8634859440839844,0.7704918032786885,2,Intermittent,0,0
208.0,15.08695652173913,2.630937139060603,0.8459016393442623,2,Intermittent,0,0
209.0,19.107142857142858,0.6774242424242423,0.9049180327868852,2,Intermittent,0,0
210.0,11.76271186440678,2.8366217759441965,0.8032786885245902,2,Intermittent,0,0
211.0,16.88235294117647,0.7957443003158903,0.8852459016393442,2,Intermittent,0,0
212.0,13.346153846153847,3.1470740997229925,0.8262295081967214,2,Intermittent,0,0
213.0,33.142857142857146,0.4267161410018552,0.9278688524590164,2,Intermittent,0,0
214.0,19.333333333333332,0.8269991670137444,0.8786885245901639,2,Intermittent,0,0
215.0,11.617021276595745,0.6593548387096775,0.8426229508196721,2,Intermittent,0,0
216.0,11.64406779661017,0.7261030022793764,0.8032786885245902,2,Intermittent,0,0
217.0,50.57142857142857,0.171280276816609,0.9737704918032787,2,Intermittent,0,0
218.0,29.652173913043477,1.5087448559670784,0.921311475409836,2,Intermittent,0,0
219.0,23.08695652173913,0.2568097876269621,0.921311475409836,2,Intermittent,0,0
220.0,23.043478260869566,0.6153846153846152,0.921311475409836,2,Intermittent,0,0
221.0,27.5,1.5561224489795922,0.9836065573770492,2,Intermittent,0,0
222.0,80.0,1.0000000000000002,0.9868852459016394,2,Intermittent,0,0
223.0,19.615384615384617,0.846789574062301,0.9114754098360656,2,Intermittent,0,0
224.0,30.8,0.5983340274885466,0.9639344262295082,2,Intermittent,0,0
225.0,37.625,0.5976196670135274,0.9704918032786886,2,Intermittent,0,0
226.0,70.0,0.4490184414039262,0.980327868852459,2,Intermittent,0,0
227.0,9.826923076923077,1.0986166815292395,0.8262295081967214,2,Intermittent,0,0
228.0,9.709090909090909,1.6179144040570943,0.8163934426229508,2,Intermittent,0,0
229.0,18.0,1.4650004773461565,0.898360655737705,2,Intermittent,0,0
231.0,28.25,1.7222222222222223,0.9836065573770492,2,Intermittent,0,0
232.0,23.304347826086957,0.9603740985576925,0.921311475409836,2,Intermittent,0,0
233.0,356.0,0.08,0.9934426229508196,2,Intermittent,-1,4
234.0,39.666666666666664,0.7662721893491126,0.9770491803278688,2,Intermittent,0,0
235.0,40.0,0.7748623258827341,0.980327868852459,2,Intermittent,0,0
237.0,50.42857142857143,0.5941128814474751,0.9737704918032787,2,Intermittent,0,0
238.0,2.0,0.8099173553719008,0.9934426229508196,2,Intermittent,0,0
239.0,4.130434782608695,2.0998607047468165,0.46885245901639344,1,Smooth,0,0
240.0,4.5177304964539005,8.640849792170076,0.5344262295081967,1,Smooth,0,0
241.0,10.548387096774194,0.658142301038062,0.8950819672131147,2,Intermittent,0,0
242.0,10.181818181818182,1.9849232456140349,0.8885245901639345,2,Intermittent,0,0
243.0,10.265625,2.0335943079730487,0.7868852459016393,2,Intermittent,0,0
244.0,93.28571428571429,0.25229927123444607,0.9737704918032787,2,Intermittent,0,0
245.0,19.133333333333333,0.11,0.9475409836065574,2,Intermittent,0,0
246.0,23.583333333333332,0.12901765504753282,0.9573770491803278,2,Intermittent,0,0
247.0,7.041666666666667,0.6319675686094983,0.839344262295082,2,Intermittent,0,0
248.0,9.051948051948052,0.7477795550385343,0.7442622950819672,1,Smooth,0,0
249.0,11.96551724137931,0.7493631770904131,0.8065573770491803,2,Intermittent,0,0
250.0,30.333333333333332,0.7434903047091412,0.9672131147540983,2,Intermittent,0,0
251.0,10.176470588235293,1.9750688993584753,0.7737704918032787,2,Intermittent,0,0
252.0,33.9375,0.8301427079707622,0.9442622950819672,2,Intermittent,0,0
253.0,45.0,0.20472951085195984,0.9737704918032787,2,Intermittent,0,0
256.0,13.571428571428571,0.13714285714285712,0.9737704918032787,2,Intermittent,0,0
257.0,25.48148148148148,5.401289975812951,0.9081967213114754,0,Lumpy,0,0
258.0,13.88,0.7884309270690445,0.8327868852459016,2,Intermittent,0,0
259.0,50.714285714285715,1.4285714285714286,0.9737704918032787,2,Intermittent,0,0
261.0,122.0,0.0,0.9934426229508196,2,Intermittent,0,0
264.0,11.063492063492063,4.571029482238153,0.7901639344262295,0,Lumpy,0,0
265.0,14.72340425531915,1.3297321755482874,0.8426229508196721,2,Intermittent,0,0
266.0,11.857142857142858,2.9625750843805414,0.8819672131147541,2,Intermittent,0,0
267.0,13.307692307692308,3.4807671957671955,0.9114754098360656,2,Intermittent,0,0
269.0,81.0,0.44993141289437577,0.9868852459016394,2,Intermittent,0,0
270.0,7.32183908045977,4.56577365922956,0.7114754098360656,1,Smooth,0,0
271.0,81.0,0.1875,0.9901639344262295,2,Intermittent,0,0
272.0,26.48,5.2613988198062485,0.9147540983606557,0,Lumpy,0,0
273.0,49.46153846153846,0.5962219598583234,0.9540983606557377,2,Intermittent,0,0
275.0,23.318181818181817,5.144660441200488,0.9245901639344263,0,Lumpy,0,0
276.0,24.454545454545453,1.4329409048938138,0.9606557377049181,2,Intermittent,0,0
277.0,17.5,0.21428571428571422,0.9639344262295082,2,Intermittent,0,0
278.0,15.772727272727273,2.4545454545454546,0.8524590163934426,2,Intermittent,0,0
279.0,12.066666666666666,0.30466713536314965,0.8491803278688524,2,Intermittent,0,0
280.0,204.0,0.2222222222222222,0.9934426229508196,2,Intermittent,0,1
281.0,139.5,0.1875,0.9901639344262295,2,Intermittent,0,0
282.0,2.4768683274021353,5.864595304213804,0.07540983606557378,1,Smooth,0,0
283.0,12.454545454545455,2.598668050559386,0.8163934426229508,2,Intermittent,0,0
284.0,13.193548387096774,1.974770732976005,0.8950819672131147,2,Intermittent,0,0
285.0,32.857142857142854,0.7698487712665407,0.9737704918032787,2,Intermittent,0,0
286.0,11.275862068965518,0.9393905569818061,0.9016393442622951,2,Intermittent,0,0
287.0,52.666666666666664,0.14814814814814814,0.9868852459016394,2,Intermittent,0,0
288.0,18.866666666666667,0.8333090909090908,0.898360655737705,2,Intermittent,0,0
289.0,35.294117647058826,1.2149421171977561,0.940983606557377,2,Intermittent,0,0
292.0,9.025974025974026,7.321899784823471,0.7442622950819672,1,Smooth,0,0
294.0,53.111111111111114,0.46109129343374294,0.9672131147540983,2,Intermittent,0,0
295.0,4.908450704225352,3.3637572200885595,0.5311475409836065,1,Smooth,0,0
296.0,4.908450704225352,2.876119973766587,0.5311475409836065,1,Smooth,0,0
297.0,92.0,0.0,0.9934426229508196,2,Intermittent,0,0
298.0,12.433962264150944,8.821733245718443,0.8229508196721311,0,Lumpy,0,0
299.0,12.711538461538462,1.324056990491952,0.8262295081967214,2,Intermittent,0,0
300.0,4.076023391812866,11.532640487658206,0.4360655737704918,1,Smooth,0,0
301.0,4.5855263157894735,1.4995137991814254,0.49836065573770494,1,Smooth,0,0
302.0,2.9914163090128754,24.09864183572415,0.23278688524590163,1,Smooth,-1,14
303.0,2.8683127572016462,3.445212735318621,0.2,1,Smooth,0,0
304.0,4.741496598639456,6.300310090869588,0.5147540983606558,1,Smooth,0,0
305.0,3.5025125628140703,6.157513348059468,0.3442622950819672,1,Smooth,0,0
306.0,4.224242424242425,7.9161492859350595,0.4557377049180328,1,Smooth,0,0
307.0,5.531746031746032,1.6791453244339016,0.5836065573770491,1,Smooth,0,0
308.0,4.383647798742138,2.22803464156164,0.47540983606557374,1,Smooth,0,0
309.0,3.5854922279792745,2.9307667042472763,0.3639344262295082,1,Smooth,0,0
310.0,30.125,1.5144334156975516,0.9442622950819672,2,Intermittent,0,0
311.0,4.727891156462585,0.7897893931831315,0.5147540983606558,1,Smooth,0,0
312.0,4.943262411347518,1.4908488070552894,0.5344262295081967,1,Smooth,0,0
313.0,4.136645962732919,1.6920300130346242,0.46885245901639344,1,Smooth,0,0
314.0,6.66,2.429513676318776,0.6688524590163935,1,Smooth,0,0
315.0,5.846938775510204,7.430584910745165,0.6754098360655738,1,Smooth,0,0
316.0,8.2875,6.10208612784925,0.7344262295081967,1,Smooth,0,0
317.0,4.4113924050632916,3.4030470819463425,0.4786885245901639,1,Smooth,0,0
318.0,4.978571428571429,2.2534214601531977,0.5377049180327869,1,Smooth,0,0
319.0,11.1,0.34836732739634196,0.898360655737705,2,Intermittent,0,0
320.0,10.779661016949152,0.8284862286770077,0.8032786885245902,2,Intermittent,0,0
321.0,15.422222222222222,0.6652537516228725,0.8491803278688524,2,Intermittent,0,0
322.0,13.575,0.3398875985748574,0.8655737704918033,2,Intermittent,0,0
323.0,15.28888888888889,0.3785353846153846,0.8491803278688524,2,Intermittent,0,0
324.0,8.538461538461538,0.39988311783183567,0.8688524590163934,2,Intermittent,0,0
325.0,3.0,0.0,0.9934426229508196,2,Intermittent,0,0
326.0,111.5,1.4699999999999998,0.9901639344262295,2,Intermittent,0,0
327.0,5.28030303030303,1.6984083407038948,0.5639344262295082,1,Smooth,0,0
328.0,9.816901408450704,1.173884437214754,0.7639344262295082,2,Intermittent,0,0
329.0,8.7125,1.5818826869035807,0.7344262295081967,1,Smooth,0,0
330.0,67.8,1.9,0.980327868852459,2,Intermittent,0,0
331.0,14.6,1.3999495550030616,0.8491803278688524,2,Intermittent,0,0
332.0,12.882352941176471,1.2930372475104197,0.8295081967213115,2,Intermittent,0,0
333.0,18.5,2.325716078821632,0.8852459016393442,2,Intermittent,0,0
334.0,11.375,1.8600023178424208,0.839344262295082,2,Intermittent,0,0
335.0,20.53125,1.2402387958352195,0.8918032786885246,2,Intermittent,0,0
336.0,36.5,1.3790989280487322,0.9377049180327869,2,Intermittent,0,0
337.0,22.96551724137931,1.091786468281894,0.9016393442622951,2,Intermittent,0,0
338.0,5.186567164179104,3.052155126022884,0.5573770491803278,1,Smooth,0,0
339.0,2.553113553113553,1.075880873727297,0.10163934426229508,1,Smooth,0,0
340.0,3.485,9.409194666364476,0.34098360655737703,1,Smooth,0,0
341.0,37.4375,0.62779397473275,0.9442622950819672,2,Intermittent,0,0
342.0,9.380281690140846,3.9407809232971256,0.7639344262295082,0,Lumpy,0,0
343.0,72.71428571428571,0.3305785123966943,0.9737704918032787,2,Intermittent,0,0
344.0,4.565789473684211,1.3776995665907639,0.49836065573770494,1,Smooth,0,0
345.0,6.61,0.4460507629761637,0.6688524590163935,1,Smooth,0,0
346.0,6.086206896551724,1.8753339210774014,0.8065573770491803,2,Intermittent,0,0
347.0,16.28205128205128,15.734820059711122,0.8688524590163934,0,Lumpy,0,0
348.0,22.703703703703702,2.0498806339738285,0.9081967213114754,2,Intermittent,0,0
349.0,9.012987012987013,0.547809829059829,0.7442622950819672,1,Smooth,0,0
350.0,11.015873015873016,3.428525786096542,0.7901639344262295,2,Intermittent,0,0
351.0,6.855670103092783,4.147583493408478,0.6786885245901639,1,Smooth,0,0
352.0,8.109756097560975,0.6681936756378445,0.7278688524590164,1,Smooth,0,0
353.0,10.725806451612904,0.7300383652317808,0.7934426229508197,2,Intermittent,0,0
354.0,9.534246575342467,1.3902296663301894,0.7573770491803279,1,Smooth,0,0
355.0,10.676923076923076,0.6989688294053484,0.7836065573770492,2,Intermittent,0,0
356.0,8.463414634146341,1.0437643196137796,0.7278688524590164,1,Smooth,0,0
357.0,9.865671641791044,1.7068588646924427,0.7770491803278688,2,Intermittent,0,0
358.0,10.328358208955224,6.322399173961475,0.7770491803278688,0,Lumpy,0,0
359.0,12.959183673469388,19.82064167184329,0.8360655737704918,0,Lumpy,0,0
360.0,11.193548387096774,1.7905411132718283,0.7934426229508197,2,Intermittent,0,0
361.0,5.305343511450381,17.589243801326123,0.5672131147540984,1,Smooth,0,0
362.0,9.914285714285715,21.355247514807868,0.7672131147540984,0,Lumpy,0,2
363.0,8.373493975903614,17.43701825608872,0.7245901639344262,1,Smooth,0,0
364.0,5.848739495798319,1.7153208260204018,0.6065573770491803,1,Smooth,0,0
365.0,3.8545454545454545,3.8037042043392613,0.4557377049180328,1,Smooth,0,0
366.0,2.395189003436426,3.0981662865596795,0.04262295081967213,1,Smooth,0,0
367.0,12.708333333333334,0.5893877551020408,0.9180327868852459,2,Intermittent,0,0
368.0,2.973684210526316,2.4321935705908944,0.6229508196721312,1,Smooth,0,0
369.0,3.182648401826484,4.46939201119028,0.2786885245901639,1,Smooth,0,0
370.0,13.0,1.0202035444226483,0.9508196721311475,2,Intermittent,0,0
371.0,4.506666666666667,3.1722583912393696,0.7508196721311475,1,Smooth,0,0
